1.1675 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
5.6696 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
5.9559 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000012C6DD5B130>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000012C6FC50430>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.9560 	EXP 	window1: mouseVisible = True
5.9561 	EXP 	window1: mouseVisible = False
5.9561 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.9561 	EXP 	window1: recordFrameIntervals = False
5.9979 	EXP 	window1: recordFrameIntervals = True
6.0438 	EXP 	Screen (0) actual frame rate measured at 236.89Hz
6.0438 	EXP 	window1: recordFrameIntervals = False
7.3969 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text='Progress Bar Example', units='height', win=Window(...), wrapWidth=1)
7.4270 	EXP 	window1: mouseVisible = True
7.4410 	EXP 	window1: mouseVisible = True
7.4420 	EXP 	Created win_lose = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='win_lose', opacity=1.0, ori=0.0, pos=array([0. , 0.1]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
7.4454 	EXP 	window1: mouseVisible = True
7.5253 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-5, fillColor=None, flip=False, font='Open Sans', granularity=100.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=tuple(...), lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.4]), readOnly=False, self=UNKNOWN, size=array([1. , 0.1]), startValue=0, style='slider', styleTweaks=[], ticks=ndarray(...), units='height', win=Window(...))
7.5331 	EXP 	Created sequence: random, trialTypes=1, nReps=999, seed=None
7.5353 	EXP 	New trial (rep=0, index=0): None
7.5660 	EXP 	slider: autoLog = True
7.5660 	EXP 	slider: markerPos = 0
7.5660 	EXP 	slider: styleTweaks = []
7.5660 	EXP 	slider: styleTweaks = []
7.5660 	EXP 	slider: styleTweaks = []
7.5660 	EXP 	slider: styleTweaks = []
7.5660 	EXP 	slider: contrast = 1.0
7.5660 	EXP 	slider: autoLog = True
7.5660 	EXP 	win_lose: height = 0.05
7.5660 	EXP 	win_lose: height = 0.05
7.5660 	EXP 	win_lose: height = 0.05
7.5660 	EXP 	win_lose: text = '0 Won | 0 Lost'
7.5660 	EXP 	slider: markerPos = None
7.5660 	EXP 	slider: markerPos = 0
7.5660 	EXP 	text: autoDraw = True
7.5660 	EXP 	win_lose: autoDraw = True
7.5660 	EXP 	slider: autoDraw = True
9.2150 	DATA 	Mouse: Left button down, pos=(732,261)
9.2392 	EXP 	New trial (rep=1, index=0): None
9.2587 	EXP 	text: autoDraw = False
9.2587 	EXP 	win_lose: autoDraw = False
9.2587 	EXP 	slider: autoDraw = False
9.2587 	EXP 	win_lose: height = 0.05
9.2587 	EXP 	win_lose: height = 0.05
9.2587 	EXP 	win_lose: height = 0.05
9.2587 	EXP 	win_lose: text = '0 Won | 100 Lost'
9.2587 	EXP 	slider: markerPos = None
9.2587 	EXP 	slider: markerPos = 0
