4.2535 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
4.5455 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002689950A250>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002689950A1F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000268999CCD90>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002689F958B20>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.5456 	EXP 	window1: mouseVisible = True
4.5456 	EXP 	window1: backgroundImage = ''
4.5456 	EXP 	window1: backgroundFit = 'none'
4.5457 	EXP 	window1: mouseVisible = False
4.5457 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
4.5457 	EXP 	window1: recordFrameIntervals = False
4.5870 	EXP 	window1: recordFrameIntervals = True
4.6329 	EXP 	Screen (0) actual frame rate measured at 240.14Hz
4.6330 	EXP 	window1: recordFrameIntervals = False
6.2483 	EXP 	Created shown_image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='default.png', interpolate=True, mask=None, maskParams=None, name='shown_image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([100., 100.]), texRes=128.0, units='pix', win=Window(...))
6.2519 	EXP 	Created image_black = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='black.png', interpolate=True, mask=None, maskParams=None, name='image_black', opacity=1.0, ori=0.0, pos=array([ 600., -250.]), size=array([100., 100.]), texRes=128.0, units='pix', win=Window(...))
6.2557 	EXP 	Created image_green = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, image='green.png', interpolate=True, mask=None, maskParams=None, name='image_green', opacity=1.0, ori=0.0, pos=array([ 200., -250.]), size=array([100., 100.]), texRes=128.0, units='pix', win=Window(...))
6.2594 	EXP 	Created image_red = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, image='red.png', interpolate=True, mask=None, maskParams=None, name='image_red', opacity=1.0, ori=0.0, pos=array([-200., -250.]), size=array([100., 100.]), texRes=128.0, units='pix', win=Window(...))
6.2633 	EXP 	Created image_blue = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, image='blue.png', interpolate=True, mask=None, maskParams=None, name='image_blue', opacity=1.0, ori=0.0, pos=array([-600., -250.]), size=array([100., 100.]), texRes=128.0, units='pix', win=Window(...))
6.2637 	EXP 	window1: mouseVisible = True
6.2894 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-7.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.2907 	EXP 	Created answer = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.03, italic=False, languageStyle='LTR', name='answer', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
6.2909 	EXP 	Created sequence: random, trialTypes=1, nReps=5, seed=None
6.2911 	EXP 	New trial (rep=0, index=0): None
6.3327 	EXP 	shown_image: image = 'blue.png'
6.3327 	EXP 	text: height = 0.05
6.3327 	EXP 	text: height = 0.05
6.3327 	EXP 	text: height = 0.05
6.3327 	EXP 	text: text = 'Number Of Loop: 0'
6.3327 	EXP 	image_green: texRes = 128.0
6.3327 	EXP 	image_black: texRes = 128.0
6.3327 	EXP 	image_red: texRes = 128.0
6.3327 	EXP 	image_blue: texRes = 128.0
6.3327 	EXP 	shown_image: autoDraw = True
6.3327 	EXP 	image_black: autoDraw = True
6.3327 	EXP 	image_green: autoDraw = True
6.3327 	EXP 	image_red: autoDraw = True
6.3327 	EXP 	image_blue: autoDraw = True
6.3327 	EXP 	text: autoDraw = True
6.3423 	EXP 	image_green: texRes = 128.0
6.3423 	EXP 	image_black: texRes = 128.0
6.3423 	EXP 	image_red: texRes = 128.0
6.3423 	EXP 	image_blue: texRes = 128.0
6.3486 	EXP 	image_green: texRes = 128.0
6.3486 	EXP 	image_black: texRes = 128.0
6.3486 	EXP 	image_red: texRes = 128.0
6.3486 	EXP 	image_blue: texRes = 128.0
6.3576 	EXP 	image_green: texRes = 128.0
6.3576 	EXP 	image_black: texRes = 128.0
6.3576 	EXP 	image_red: texRes = 128.0
6.3576 	EXP 	image_blue: texRes = 128.0
6.3636 	EXP 	image_green: texRes = 128.0
6.3636 	EXP 	image_black: texRes = 128.0
6.3636 	EXP 	image_red: texRes = 128.0
6.3636 	EXP 	image_blue: texRes = 128.0
6.3733 	EXP 	image_green: texRes = 128.0
6.3733 	EXP 	image_black: texRes = 128.0
6.3733 	EXP 	image_red: texRes = 128.0
6.3733 	EXP 	image_blue: texRes = 128.0
6.3799 	EXP 	image_green: texRes = 128.0
6.3799 	EXP 	image_black: texRes = 128.0
6.3799 	EXP 	image_red: texRes = 128.0
6.3799 	EXP 	image_blue: texRes = 128.0
6.3891 	EXP 	image_green: texRes = 128.0
6.3891 	EXP 	image_black: texRes = 128.0
6.3891 	EXP 	image_red: texRes = 128.0
6.3891 	EXP 	image_blue: texRes = 128.0
6.3950 	EXP 	image_green: texRes = 128.0
6.3950 	EXP 	image_black: texRes = 128.0
6.3950 	EXP 	image_red: texRes = 128.0
6.3950 	EXP 	image_blue: texRes = 128.0
6.4043 	EXP 	image_green: texRes = 128.0
6.4043 	EXP 	image_black: texRes = 128.0
6.4043 	EXP 	image_red: texRes = 128.0
6.4043 	EXP 	image_blue: texRes = 128.0
6.4104 	EXP 	image_green: texRes = 128.0
6.4104 	EXP 	image_black: texRes = 128.0
6.4104 	EXP 	image_red: texRes = 128.0
6.4104 	EXP 	image_blue: texRes = 128.0
6.4193 	EXP 	image_green: texRes = 128.0
6.4193 	EXP 	image_black: texRes = 128.0
6.4193 	EXP 	image_red: texRes = 128.0
6.4193 	EXP 	image_blue: texRes = 128.0
6.4252 	EXP 	image_green: texRes = 128.0
6.4252 	EXP 	image_black: texRes = 128.0
6.4252 	EXP 	image_red: texRes = 128.0
6.4252 	EXP 	image_blue: texRes = 128.0
6.4339 	EXP 	image_green: texRes = 128.0
6.4339 	EXP 	image_black: texRes = 128.0
6.4339 	EXP 	image_red: texRes = 128.0
6.4339 	EXP 	image_blue: texRes = 128.0
6.4399 	EXP 	image_green: texRes = 128.0
6.4399 	EXP 	image_black: texRes = 128.0
6.4399 	EXP 	image_red: texRes = 128.0
6.4399 	EXP 	image_blue: texRes = 128.0
6.4486 	EXP 	image_green: texRes = 128.0
6.4486 	EXP 	image_black: texRes = 128.0
6.4486 	EXP 	image_red: texRes = 128.0
6.4486 	EXP 	image_blue: texRes = 128.0
6.4547 	EXP 	image_green: texRes = 128.0
6.4547 	EXP 	image_black: texRes = 128.0
6.4547 	EXP 	image_red: texRes = 128.0
6.4547 	EXP 	image_blue: texRes = 128.0
6.4637 	EXP 	image_green: texRes = 128.0
6.4637 	EXP 	image_black: texRes = 128.0
6.4637 	EXP 	image_red: texRes = 128.0
6.4637 	EXP 	image_blue: texRes = 128.0
6.4696 	EXP 	image_green: texRes = 128.0
6.4696 	EXP 	image_black: texRes = 128.0
6.4696 	EXP 	image_red: texRes = 128.0
6.4696 	EXP 	image_blue: texRes = 128.0
6.4785 	EXP 	image_green: texRes = 128.0
6.4785 	EXP 	image_black: texRes = 128.0
6.4785 	EXP 	image_red: texRes = 128.0
6.4785 	EXP 	image_blue: texRes = 128.0
6.4847 	EXP 	image_green: texRes = 128.0
6.4847 	EXP 	image_black: texRes = 128.0
6.4847 	EXP 	image_red: texRes = 128.0
6.4847 	EXP 	image_blue: texRes = 128.0
6.4938 	EXP 	image_green: texRes = 128.0
6.4938 	EXP 	image_black: texRes = 128.0
6.4938 	EXP 	image_red: texRes = 128.0
6.4938 	EXP 	image_blue: texRes = 128.0
6.5007 	EXP 	image_green: texRes = 128.0
6.5007 	EXP 	image_black: texRes = 128.0
6.5007 	EXP 	image_red: texRes = 128.0
6.5007 	EXP 	image_blue: texRes = 128.0
6.5094 	EXP 	image_green: texRes = 128.0
6.5094 	EXP 	image_black: texRes = 128.0
6.5094 	EXP 	image_red: texRes = 128.0
6.5094 	EXP 	image_blue: texRes = 128.0
6.5155 	EXP 	image_green: texRes = 128.0
6.5155 	EXP 	image_black: texRes = 128.0
6.5155 	EXP 	image_red: texRes = 128.0
6.5155 	EXP 	image_blue: texRes = 128.0
6.5242 	EXP 	image_green: texRes = 128.0
6.5242 	EXP 	image_black: texRes = 128.0
6.5242 	EXP 	image_red: texRes = 128.0
6.5242 	EXP 	image_blue: texRes = 128.0
6.5313 	EXP 	image_green: texRes = 128.0
6.5313 	EXP 	image_black: texRes = 128.0
6.5313 	EXP 	image_red: texRes = 128.0
6.5313 	EXP 	image_blue: texRes = 128.0
6.5403 	EXP 	image_green: texRes = 128.0
6.5403 	EXP 	image_black: texRes = 128.0
6.5403 	EXP 	image_red: texRes = 128.0
6.5403 	EXP 	image_blue: texRes = 128.0
6.5461 	EXP 	image_green: texRes = 128.0
6.5461 	EXP 	image_black: texRes = 128.0
6.5461 	EXP 	image_red: texRes = 128.0
6.5461 	EXP 	image_blue: texRes = 128.0
6.5547 	EXP 	image_green: texRes = 128.0
6.5547 	EXP 	image_black: texRes = 128.0
6.5547 	EXP 	image_red: texRes = 128.0
6.5547 	EXP 	image_blue: texRes = 128.0
6.5623 	EXP 	image_green: texRes = 128.0
6.5623 	EXP 	image_black: texRes = 128.0
6.5623 	EXP 	image_red: texRes = 128.0
6.5623 	EXP 	image_blue: texRes = 128.0
6.5700 	EXP 	image_green: texRes = 128.0
6.5700 	EXP 	image_black: texRes = 128.0
6.5700 	EXP 	image_red: texRes = 128.0
6.5700 	EXP 	image_blue: texRes = 128.0
6.5756 	EXP 	image_green: texRes = 128.0
6.5756 	EXP 	image_black: texRes = 128.0
6.5756 	EXP 	image_red: texRes = 128.0
6.5756 	EXP 	image_blue: texRes = 128.0
6.5816 	EXP 	image_green: texRes = 128.0
6.5816 	EXP 	image_black: texRes = 128.0
6.5816 	EXP 	image_red: texRes = 128.0
6.5816 	EXP 	image_blue: texRes = 128.0
6.5873 	EXP 	image_green: texRes = 128.0
6.5873 	EXP 	image_black: texRes = 128.0
6.5873 	EXP 	image_red: texRes = 128.0
6.5873 	EXP 	image_blue: texRes = 128.0
6.5926 	EXP 	image_green: texRes = 128.0
6.5926 	EXP 	image_black: texRes = 128.0
6.5926 	EXP 	image_red: texRes = 128.0
6.5926 	EXP 	image_blue: texRes = 128.0
6.5975 	EXP 	image_green: texRes = 128.0
6.5975 	EXP 	image_black: texRes = 128.0
6.5975 	EXP 	image_red: texRes = 128.0
6.5975 	EXP 	image_blue: texRes = 128.0
6.6022 	EXP 	image_green: texRes = 128.0
6.6022 	EXP 	image_black: texRes = 128.0
6.6022 	EXP 	image_red: texRes = 128.0
6.6022 	EXP 	image_blue: texRes = 128.0
6.6069 	EXP 	image_green: texRes = 128.0
6.6069 	EXP 	image_black: texRes = 128.0
6.6069 	EXP 	image_red: texRes = 128.0
6.6069 	EXP 	image_blue: texRes = 128.0
6.6125 	EXP 	image_green: texRes = 128.0
6.6125 	EXP 	image_black: texRes = 128.0
6.6125 	EXP 	image_red: texRes = 128.0
6.6125 	EXP 	image_blue: texRes = 128.0
6.6175 	EXP 	image_green: texRes = 128.0
6.6175 	EXP 	image_black: texRes = 128.0
6.6175 	EXP 	image_red: texRes = 128.0
6.6175 	EXP 	image_blue: texRes = 128.0
6.6225 	EXP 	image_green: texRes = 128.0
6.6225 	EXP 	image_black: texRes = 128.0
6.6225 	EXP 	image_red: texRes = 128.0
6.6225 	EXP 	image_blue: texRes = 128.0
6.6278 	EXP 	image_green: texRes = 128.0
6.6278 	EXP 	image_black: texRes = 128.0
6.6278 	EXP 	image_red: texRes = 128.0
6.6278 	EXP 	image_blue: texRes = 128.0
6.6327 	EXP 	image_green: texRes = 128.0
6.6327 	EXP 	image_black: texRes = 128.0
6.6327 	EXP 	image_red: texRes = 128.0
6.6327 	EXP 	image_blue: texRes = 128.0
6.6376 	EXP 	image_green: texRes = 128.0
6.6376 	EXP 	image_black: texRes = 128.0
6.6376 	EXP 	image_red: texRes = 128.0
6.6376 	EXP 	image_blue: texRes = 128.0
6.6429 	EXP 	image_green: texRes = 128.0
6.6429 	EXP 	image_black: texRes = 128.0
6.6429 	EXP 	image_red: texRes = 128.0
6.6429 	EXP 	image_blue: texRes = 128.0
6.6480 	EXP 	image_green: texRes = 128.0
6.6480 	EXP 	image_black: texRes = 128.0
6.6480 	EXP 	image_red: texRes = 128.0
6.6480 	EXP 	image_blue: texRes = 128.0
6.6530 	EXP 	image_green: texRes = 128.0
6.6530 	EXP 	image_black: texRes = 128.0
6.6530 	EXP 	image_red: texRes = 128.0
6.6530 	EXP 	image_blue: texRes = 128.0
6.6585 	EXP 	image_green: texRes = 128.0
6.6585 	EXP 	image_black: texRes = 128.0
6.6585 	EXP 	image_red: texRes = 128.0
6.6585 	EXP 	image_blue: texRes = 128.0
6.6644 	EXP 	image_green: texRes = 128.0
6.6644 	EXP 	image_black: texRes = 128.0
6.6644 	EXP 	image_red: texRes = 128.0
6.6644 	EXP 	image_blue: texRes = 128.0
6.6695 	EXP 	image_green: texRes = 128.0
6.6695 	EXP 	image_black: texRes = 128.0
6.6695 	EXP 	image_red: texRes = 128.0
6.6695 	EXP 	image_blue: texRes = 128.0
6.6745 	EXP 	image_green: texRes = 128.0
6.6745 	EXP 	image_black: texRes = 128.0
6.6745 	EXP 	image_red: texRes = 128.0
6.6745 	EXP 	image_blue: texRes = 128.0
6.6798 	EXP 	image_green: texRes = 128.0
6.6798 	EXP 	image_black: texRes = 128.0
6.6798 	EXP 	image_red: texRes = 128.0
6.6798 	EXP 	image_blue: texRes = 128.0
6.6851 	EXP 	image_green: texRes = 128.0
6.6851 	EXP 	image_black: texRes = 128.0
6.6851 	EXP 	image_red: texRes = 128.0
6.6851 	EXP 	image_blue: texRes = 128.0
6.6906 	EXP 	image_green: texRes = 128.0
6.6906 	EXP 	image_black: texRes = 128.0
6.6906 	EXP 	image_red: texRes = 128.0
6.6906 	EXP 	image_blue: texRes = 128.0
6.6954 	EXP 	image_green: texRes = 128.0
6.6954 	EXP 	image_black: texRes = 128.0
6.6954 	EXP 	image_red: texRes = 128.0
6.6954 	EXP 	image_blue: texRes = 128.0
6.7005 	EXP 	image_green: texRes = 128.0
6.7005 	EXP 	image_black: texRes = 128.0
6.7005 	EXP 	image_red: texRes = 128.0
6.7005 	EXP 	image_blue: texRes = 128.0
6.7062 	EXP 	image_green: texRes = 128.0
6.7062 	EXP 	image_black: texRes = 128.0
6.7062 	EXP 	image_red: texRes = 128.0
6.7062 	EXP 	image_blue: texRes = 128.0
6.7118 	EXP 	image_green: texRes = 128.0
6.7118 	EXP 	image_black: texRes = 128.0
6.7118 	EXP 	image_red: texRes = 128.0
6.7118 	EXP 	image_blue: texRes = 128.0
6.7171 	EXP 	image_green: texRes = 128.0
6.7171 	EXP 	image_black: texRes = 128.0
6.7171 	EXP 	image_red: texRes = 128.0
6.7171 	EXP 	image_blue: texRes = 128.0
6.7221 	EXP 	image_green: texRes = 128.0
6.7221 	EXP 	image_black: texRes = 128.0
6.7221 	EXP 	image_red: texRes = 128.0
6.7221 	EXP 	image_blue: texRes = 128.0
6.7270 	EXP 	image_green: texRes = 128.0
6.7270 	EXP 	image_black: texRes = 128.0
6.7270 	EXP 	image_red: texRes = 128.0
6.7270 	EXP 	image_blue: texRes = 128.0
6.7319 	EXP 	image_green: texRes = 128.0
6.7319 	EXP 	image_black: texRes = 128.0
6.7319 	EXP 	image_red: texRes = 128.0
6.7319 	EXP 	image_blue: texRes = 128.0
6.7366 	EXP 	image_green: texRes = 128.0
6.7366 	EXP 	image_black: texRes = 128.0
6.7366 	EXP 	image_red: texRes = 128.0
6.7366 	EXP 	image_blue: texRes = 128.0
6.7416 	EXP 	image_green: texRes = 128.0
6.7416 	EXP 	image_black: texRes = 128.0
6.7416 	EXP 	image_red: texRes = 128.0
6.7416 	EXP 	image_blue: texRes = 128.0
6.7465 	EXP 	image_green: texRes = 128.0
6.7465 	EXP 	image_black: texRes = 128.0
6.7465 	EXP 	image_red: texRes = 128.0
6.7465 	EXP 	image_blue: texRes = 128.0
6.7500 	DATA 	Mouse: Left button down, pos=(793,584)
6.8117 	EXP 	window1: mouseVisible = True
