3.0972 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
3.3841 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FF913BF490>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FF913BF430>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FF913BF160>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FF932D9760>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.3841 	EXP 	window1: mouseVisible = True
3.3842 	EXP 	window1: backgroundImage = ''
3.3842 	EXP 	window1: backgroundFit = 'none'
3.3842 	EXP 	window1: mouseVisible = False
3.3842 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
3.3842 	EXP 	window1: recordFrameIntervals = False
3.4255 	EXP 	window1: recordFrameIntervals = True
3.4726 	WARNING 	t of last frame was 5.07ms (=1/197)
3.4727 	EXP 	Screen (0) actual frame rate measured at 234.80Hz
3.4727 	EXP 	window1: recordFrameIntervals = False
4.7411 	EXP 	window1: mouseVisible = True
4.7523 	EXP 	window1: mouseVisible = True
4.7628 	EXP 	window1: mouseVisible = True
4.7628 	EXP 	window1: mouseVisible = True
4.8128 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-5.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
4.8235 	EXP 	text: autoDraw = True
5.1729 	DATA 	Mouse: Left button down, pos=(1529,579)
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: text = 'button_1'
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: text = 'button_2'
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: height = 0.05
5.1882 	EXP 	text: text = 'button_3'
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: text = 'button_1'
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: text = 'button_2'
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: height = 0.05
5.1994 	EXP 	text: text = 'button_3'
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: text = 'button_1'
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: text = 'button_2'
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: height = 0.05
5.2077 	EXP 	text: text = 'button_3'
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: text = 'button_1'
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: text = 'button_2'
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: height = 0.05
5.2191 	EXP 	text: text = 'button_3'
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: text = 'button_1'
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: text = 'button_2'
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: height = 0.05
5.2273 	EXP 	text: text = 'button_3'
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: text = 'button_1'
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: text = 'button_2'
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: height = 0.05
5.2381 	EXP 	text: text = 'button_3'
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: text = 'button_1'
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: text = 'button_2'
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: height = 0.05
5.2464 	EXP 	text: text = 'button_3'
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: text = 'button_1'
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: text = 'button_2'
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: height = 0.05
5.2565 	EXP 	text: text = 'button_3'
5.2645 	EXP 	text: height = 0.05
5.2645 	EXP 	text: height = 0.05
